2800-HK,1/1/2000,,,,,,,,,,,,,,,,,,,,
Date,RET,RET_L1,RET_L2,RET_L3,RET_L4,RET_L5,RET_L6,RET_L7,RET_L8,RET_L9,RET_L10,RET_L11,RET_L12,RET_L13,RET_L14,RET_L15,RET_L16,RET_L17,RET_L18,RET_L19,RET_L20
4/03/00,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287
4/05/00,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338
4/06/00,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345
4/07/00,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101
4/10/00,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898
4/11/00,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598
4/12/00,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302
4/13/00,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899
4/14/00,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527
4/17/00,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199
4/18/00,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733
4/19/00,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658
4/20/00,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405
4/25/00,0.003220608,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621
4/26/00,-0.012945128,0.003220608,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0
4/27/00,-0.009820059,-0.012945128,0.003220608,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139
